CustomerID,TotalSpent,TotalTransactions,TotalQuantity,AverageOrderValue,AverageDiscount,Recency,FutureTransactions,Churn
1513,30.01810698,1,1,30.01810698,16.51343754,261,0.0,1
1528,13.04879037,1,1,13.04879037,2.348291971,242,0.0,1
1536,473.5878543,1,8,473.5878543,15.28178012,129,0.0,1
1549,546.7608839,1,8,546.7608839,15.70357369,166,0.0,1
1557,195.8877665,1,4,195.8877665,1.120200693,215,0.0,1
1559,121.3565218,1,9,121.3565218,4.84630137,164,0.0,1
1560,241.1646007,1,3,241.1646007,18.32054507,121,0.0,1
1576,305.6870015,1,7,305.6870015,5.601212696,258,0.0,1
1581,543.5836833,1,7,543.5836833,5.969004247,128,0.0,1
1583,382.7564606,1,5,382.7564606,5.499023989,21,0.0,1
1597,450.0468869,1,9,450.0468869,12.93618896,15,0.0,1
1614,372.2632787,2,12,186.13163935,7.0508577285000005,248,0.0,1
1635,489.6531619,1,6,489.6531619,16.44224631,38,0.0,1
1640,648.228998,1,9,648.228998,6.686478334,23,0.0,1
1652,191.4571169,1,5,191.4571169,15.96728109,82,0.0,1
1759,426.5495946,1,9,426.5495946,13.1648834,196,0.0,1
1763,228.143005,1,5,228.143005,15.42130433,127,0.0,1
1771,151.5308369,1,9,151.5308369,17.06684261,96,0.0,1
1784,46.97377912,1,3,46.97377912,14.06254521,84,0.0,1
1796,325.0190263,1,6,325.0190263,3.891245689,200,0.0,1
1818,160.0865185,1,8,160.0865185,12.97258097,48,0.0,1
1825,181.4259261,1,9,181.4259261,10.40585246,23,0.0,1
1832,39.65953387,1,1,39.65953387,19.32370533,143,0.0,1
1861,344.8157283,1,9,344.8157283,6.04891405,44,0.0,1
1864,403.0426973,1,9,403.0426973,2.516643485,188,0.0,1
1872,41.04102571,1,1,41.04102571,2.934466181,258,0.0,1
1881,265.361833,1,4,265.361833,1.654064617,193,0.0,1
1890,254.3150268,1,3,254.3150268,7.074565659,96,0.0,1
1899,301.9191962,1,5,301.9191962,7.924144693,223,0.0,1
1925,306.6702653,1,9,306.6702653,12.21822217,78,0.0,1
1959,31.07109361,1,1,31.07109361,15.37901365,120,0.0,1
2019,319.4284586,1,5,319.4284586,5.621415809,244,0.0,1
2021,134.5786332,1,2,134.5786332,18.016382,124,0.0,1
2028,376.6892849,1,6,376.6892849,16.76908514,171,0.0,1
2037,319.537057,1,5,319.537057,6.986083035,152,0.0,1
2060,201.9828452,1,9,201.9828452,13.80104199,38,0.0,1
2066,26.32187791,1,1,26.32187791,3.251616093,96,0.0,1
2113,72.55755199,1,8,72.55755199,19.03218316,55,0.0,1
2117,134.5048083,1,3,134.5048083,3.641896514,257,0.0,1
2123,437.7825659,1,9,437.7825659,16.42798062,217,0.0,1
2125,285.4651589,1,9,285.4651589,19.14613753,145,0.0,1
2128,350.0299009,1,5,350.0299009,16.01223141,27,1.0,0
2143,159.1454991,1,3,159.1454991,3.034952932,79,0.0,1
2151,511.7132515,1,8,511.7132515,13.70806721,85,0.0,1
2161,266.7411524,1,4,266.7411524,15.59379537,3,0.0,1
2188,191.4702845,1,5,191.4702845,18.11785191,268,0.0,1
2241,515.5522325,1,8,515.5522325,12.06059854,182,0.0,1
2256,135.5776988,1,3,135.5776988,14.70165922,82,0.0,1
2263,73.68836693,1,6,73.68836693,6.46073403,100,0.0,1
2277,30.21309084,1,2,30.21309084,7.657858597,6,0.0,1
2294,270.94194386,2,11,135.47097193,11.7431607575,35,0.0,1
2339,243.2348102,1,3,243.2348102,7.979857188,128,0.0,1
2344,179.8855276,1,2,179.8855276,7.930424632,248,0.0,1
2355,169.5424556,1,3,169.5424556,11.35964047,167,0.0,1
2364,267.6799376,1,4,267.6799376,0.653608854,48,0.0,1
2434,346.6033751,1,9,346.6033751,11.35411054,12,0.0,1
2441,312.9275985,1,8,312.9275985,11.00158104,239,0.0,1
2445,108.1261544,1,8,108.1261544,14.34203528,151,0.0,1
2454,133.2064971,1,6,133.2064971,5.291396838,66,0.0,1
2463,370.2768302,1,5,370.2768302,13.53230464,54,0.0,1
2471,174.247988,1,7,174.247988,7.852447657,67,0.0,1
2473,416.4250886,1,7,416.4250886,14.2124758,72,0.0,1
2482,445.6844373,1,9,445.6844373,9.661657028,11,0.0,1
2487,338.4231288,1,9,338.4231288,0.577668139,91,0.0,1
2489,311.745931,1,4,311.745931,7.667728161,127,0.0,1
2508,523.6400925,1,7,523.6400925,1.175337169,136,0.0,1
2513,47.27092402,1,1,47.27092402,11.88442835,153,0.0,1
2520,46.62010687,1,4,46.62010687,2.30474185,178,0.0,1
2521,459.143299,1,8,459.143299,8.963385572,5,1.0,0
2522,634.5535217,1,9,634.5535217,1.548925847,13,0.0,1
2526,714.5970215,1,9,714.5970215,13.77459999,148,0.0,1
2536,43.67409739,1,1,43.67409739,3.834206434,28,0.0,1
2547,67.06514133,1,1,67.06514133,2.25475916,215,0.0,1
2550,584.9670917,1,9,584.9670917,9.141135353,172,0.0,1
2568,229.8023902,1,6,229.8023902,19.06793356,192,0.0,1
2575,129.407906,1,9,129.407906,9.3319874,253,0.0,1
2581,314.709863,1,8,314.709863,19.36192703,252,0.0,1
2588,394.4933547,1,5,394.4933547,19.56501976,144,0.0,1
2594,55.47826515,1,2,55.47826515,9.921180563,15,0.0,1
2607,129.2455405,1,6,129.2455405,8.788807805,45,0.0,1
2608,157.8906579,1,4,157.8906579,11.78888636,14,0.0,1
2626,96.06063645,1,2,96.06063645,1.658073231,10,0.0,1
2657,151.7808685,1,3,151.7808685,15.3508256,51,0.0,1
2667,413.4757484,1,7,413.4757484,1.459456066,205,1.0,0
2671,338.4514263,1,6,338.4514263,5.657748013,40,0.0,1
2676,343.8756321,1,4,343.8756321,1.63421709,33,0.0,1
2734,92.36381308,1,3,92.36381308,2.480444137,12,0.0,1
2743,140.9092185,1,2,140.9092185,15.84022733,195,0.0,1
2751,340.0585656,1,6,340.0585656,9.207334288,186,0.0,1
2761,266.3963217,1,3,266.3963217,1.359272465,151,0.0,1
2786,375.2061483,1,9,375.2061483,6.309552726,233,0.0,1
2788,334.0919907,1,4,334.0919907,16.01452964,3,0.0,1
2795,414.2955039,1,9,414.2955039,13.44449722,168,0.0,1
2825,177.5158882,1,9,177.5158882,8.290509992,194,0.0,1
2841,234.8099753,1,9,234.8099753,10.75618685,225,0.0,1
2844,628.4602657,1,9,628.4602657,6.823731214,176,0.0,1
2858,409.5567442,1,8,409.5567442,12.72100747,266,0.0,1
2866,406.9856211,1,6,406.9856211,11.8188345,5,0.0,1
2899,195.20243478999998,2,9,97.60121739499999,4.5427082335,6,0.0,1
2940,482.875908,1,9,482.875908,4.445051901,211,0.0,1
2948,119.0022143,1,8,119.0022143,8.42643283,88,0.0,1
2963,177.0160633,1,2,177.0160633,6.038558523,185,0.0,1
2967,276.5301736,1,5,276.5301736,16.79278815,205,0.0,1
2984,154.6864137,1,2,154.6864137,9.087519439,183,0.0,1
2994,286.1166484,1,6,286.1166484,19.73943061,165,0.0,1
2996,413.8183524,1,5,413.8183524,11.78047445,227,0.0,1
3004,121.8281869,1,2,121.8281869,2.679293657,162,0.0,1
3010,47.71861988,1,2,47.71861988,17.55007663,5,0.0,1
3023,167.1448294,1,3,167.1448294,19.85643618,40,0.0,1
3036,260.8200149,1,5,260.8200149,15.77057171,34,0.0,1
3038,403.5179771,1,9,403.5179771,14.367777,137,0.0,1
3061,107.8081476,1,7,107.8081476,15.13409036,224,0.0,1
3066,452.1987635,1,9,452.1987635,11.46361392,266,0.0,1
3078,212.6684429,1,4,212.6684429,16.14527754,53,0.0,1
3081,90.55359892,1,3,90.55359892,12.97556694,254,0.0,1
3098,11.37782999,1,1,11.37782999,0.344977562,133,0.0,1
3102,110.5977201,1,7,110.5977201,12.49693213,191,0.0,1
3117,797.934951,1,9,797.934951,9.858062917,87,0.0,1
3134,166.9697259,1,6,166.9697259,11.93601566,63,0.0,1
3147,90.949472,1,3,90.949472,11.95890561,65,0.0,1
3152,346.2996972,1,5,346.2996972,18.6930603,97,0.0,1
3165,393.3310113,1,8,393.3310113,8.685298092,159,0.0,1
3211,303.6392847,1,9,303.6392847,7.571477871,218,0.0,1
3229,46.49605866,1,4,46.49605866,6.5015663,65,0.0,1
3268,256.7188159,1,4,256.7188159,10.85027088,160,0.0,1
3282,663.1206911,1,8,663.1206911,0.430142874,262,1.0,0
3296,233.7658042,1,5,233.7658042,18.9926374,96,0.0,1
3310,201.3867465,1,4,201.3867465,17.32658095,236,1.0,0
3366,157.2066586,1,4,157.2066586,0.304166123,264,0.0,1
3378,21.44817857,1,1,21.44817857,4.538399784,177,0.0,1
3387,346.2686091,1,7,346.2686091,1.703612057,111,0.0,1
3390,393.3202301,1,5,393.3202301,10.43707204,71,0.0,1
3405,26.54909643,1,1,26.54909643,17.93914063,222,0.0,1
3416,217.3867903,1,7,217.3867903,6.840851487,218,0.0,1
3429,356.4346044,1,5,356.4346044,0.282809098,214,0.0,1
3446,276.3749656,1,3,276.3749656,5.70823972,143,0.0,1
3460,64.92951701,1,3,64.92951701,16.77450699,26,0.0,1
3481,68.42845086,1,1,68.42845086,5.363699065,238,0.0,1
3494,373.34055192,2,7,186.67027596,16.25284517,39,0.0,1
3495,202.9636851,1,3,202.9636851,15.50031349,54,0.0,1
3510,336.8402016,1,5,336.8402016,8.814503513,144,0.0,1
3570,88.12199029,1,6,88.12199029,15.69473386,51,0.0,1
3593,286.9140445,1,4,286.9140445,18.57048849,157,0.0,1
3594,189.4876026,1,9,189.4876026,10.31803326,11,0.0,1
3599,411.5340983,1,5,411.5340983,5.900663935,90,0.0,1
3615,31.06837129,1,2,31.06837129,12.22605172,178,0.0,1
3643,192.155205,1,4,192.155205,13.40178868,43,0.0,1
3649,151.1469838,1,7,151.1469838,18.5518662,83,0.0,1
3697,42.14840455,1,1,42.14840455,3.667663986,62,0.0,1
3699,375.4622277,1,9,375.4622277,17.34303858,85,0.0,1
3734,220.3185189,1,4,220.3185189,7.970883916,74,0.0,1
3738,387.0965101,1,8,387.0965101,4.397720786,168,0.0,1
3741,594.6578701,1,8,594.6578701,16.7386545,69,0.0,1
3753,150.3481373,1,3,150.3481373,7.287752601,53,0.0,1
3756,317.0425646,1,4,317.0425646,15.4896943,53,0.0,1
3757,127.4182307,1,2,127.4182307,16.4316492,120,0.0,1
3761,49.99640507,1,1,49.99640507,5.752306472,193,0.0,1
3811,465.7216199,1,5,465.7216199,5.232144684,191,0.0,1
3821,665.1664107,1,9,665.1664107,15.18247032,246,0.0,1
3822,262.848937,1,7,262.848937,10.94244267,56,0.0,1
3830,39.85962185,1,1,39.85962185,2.60415407,222,0.0,1
3843,129.4669367,1,8,129.4669367,13.89059587,75,0.0,1
3852,23.0811335,1,2,23.0811335,15.66000446,74,0.0,1
3856,181.4197317,1,6,181.4197317,10.60650443,226,0.0,1
3884,41.39197409,1,1,41.39197409,10.28985854,55,0.0,1
3887,79.44085115,1,1,79.44085115,17.47677684,250,1.0,0
3891,60.0681327,1,5,60.0681327,14.63522641,69,0.0,1
3893,137.7362149,1,6,137.7362149,15.18179547,60,0.0,1
3908,335.9496643,1,4,335.9496643,0.757459023,98,0.0,1
3926,137.4736306,1,6,137.4736306,5.932385847,162,0.0,1
3937,216.1327521,1,7,216.1327521,7.438734911,242,0.0,1
3941,171.0042395,1,3,171.0042395,17.96039108,257,0.0,1
3954,53.74598536,1,3,53.74598536,19.54519754,217,0.0,1
3957,263.6202844,1,4,263.6202844,2.82491973,20,0.0,1
3961,493.0762163,1,6,493.0762163,14.0406265,49,0.0,1
3965,128.0015444,1,4,128.0015444,15.93139646,151,0.0,1
3978,84.51146692,1,1,84.51146692,13.70110931,141,0.0,1
3988,196.1862052,1,4,196.1862052,7.797762125,117,0.0,1
3990,233.5221511,1,3,233.5221511,11.63228791,82,1.0,0
4022,215.4052455,1,7,215.4052455,18.95609305,273,0.0,1
4031,362.3360257,1,8,362.3360257,11.75381092,228,0.0,1
4033,363.883086,1,5,363.883086,14.92854373,111,0.0,1
4037,358.3173483,1,4,358.3173483,9.63348878,111,0.0,1
4039,362.7787315,1,6,362.7787315,3.657149952,116,0.0,1
4045,27.46458723,1,1,27.46458723,1.957926763,238,0.0,1
4101,289.9724006,1,7,289.9724006,0.805344398,130,0.0,1
4118,205.6620216,1,6,205.6620216,18.95844037,81,0.0,1
4135,40.7104431,1,3,40.7104431,9.45633694,70,0.0,1
4137,47.42936304,1,2,47.42936304,2.154448356,196,0.0,1
4175,82.68404955,1,8,82.68404955,14.10767505,252,0.0,1
4177,653.3082561,1,7,653.3082561,1.821243067,43,0.0,1
4181,715.9972604,1,8,715.9972604,0.735347741,141,0.0,1
4212,161.1479958,1,2,161.1479958,10.60640506,133,0.0,1
4213,275.0915439,1,4,275.0915439,5.674058315,18,0.0,1
4216,181.6570473,1,5,181.6570473,2.754858568,15,0.0,1
4232,41.22445932,1,1,41.22445932,5.953961811,261,0.0,1
4290,134.5004006,1,3,134.5004006,8.967703332,4,0.0,1
4295,232.4573023,1,5,232.4573023,18.38952525,223,0.0,1
4301,32.7384751,1,1,32.7384751,18.91947277,257,0.0,1
4327,248.0636151,2,15,124.03180755,8.502823239,37,0.0,1
4339,212.8025223,1,9,212.8025223,14.24442251,2,0.0,1
4346,465.0478528,1,9,465.0478528,14.08777303,223,0.0,1
4348,228.8459347,1,3,228.8459347,8.329280264,150,0.0,1
4356,257.4695906,1,5,257.4695906,3.743113451,239,0.0,1
4358,64.2511361,1,1,64.2511361,10.76064108,215,0.0,1
4385,204.6017206,1,4,204.6017206,19.7546815,117,0.0,1
4397,130.6854369,1,4,130.6854369,6.23495987,265,0.0,1
4406,238.9264745,1,7,238.9264745,6.017653392,188,1.0,0
4413,146.1947444,1,9,146.1947444,4.223789054,221,0.0,1
4424,373.6703162,1,5,373.6703162,13.80045212,228,0.0,1
4428,48.73871604,1,4,48.73871604,18.5770329,104,0.0,1
4429,339.6621649,1,7,339.6621649,0.493909848,160,0.0,1
4438,180.7959135,1,8,180.7959135,6.994130845,188,0.0,1
4441,64.77648498,1,2,64.77648498,8.261594383,120,0.0,1
4455,26.34219761,1,1,26.34219761,8.426767869,87,0.0,1
4465,11.99228271,1,1,11.99228271,15.62339084,43,0.0,1
4475,535.0936505,1,7,535.0936505,15.93582136,168,0.0,1
4476,82.42539206,1,1,82.42539206,7.915751174,49,0.0,1
4480,363.8164898,1,8,363.8164898,19.57948141,142,0.0,1
4499,585.1928318,1,9,585.1928318,2.289963138,144,0.0,1
4515,225.3695553,1,4,225.3695553,9.348102657,235,0.0,1
4577,1055.0629697,2,15,527.53148485,13.286814523,96,0.0,1
4611,189.7027278,1,4,189.7027278,2.526620475,268,0.0,1
4632,67.5204362,1,1,67.5204362,7.477593355,83,0.0,1
4664,397.2512567,1,5,397.2512567,12.79048905,185,0.0,1
4669,150.6934388,1,4,150.6934388,12.5606303,89,0.0,1
4681,172.7212188,1,7,172.7212188,6.730291401,12,0.0,1
4692,529.9944298,1,8,529.9944298,0.476808148,61,0.0,1
4702,627.7010451,1,8,627.7010451,14.62247546,64,0.0,1
4706,448.5654755,1,9,448.5654755,16.07888959,41,0.0,1
4719,201.2145028,1,3,201.2145028,0.516338476,98,0.0,1
4741,383.7799261,1,6,383.7799261,18.24443215,165,0.0,1
4750,102.6022068,1,2,102.6022068,3.088538428,201,0.0,1
4763,642.6917046,1,8,642.6917046,0.707489099,195,1.0,0
4779,189.8533077,1,6,189.8533077,2.970546049,132,0.0,1
4793,56.00492706,1,4,56.00492706,14.25584582,195,0.0,1
4807,129.1863099,1,5,129.1863099,5.237276666,134,0.0,1
4811,42.33884661,1,4,42.33884661,7.951575422,91,0.0,1
4828,623.8184678,1,8,623.8184678,19.19752366,260,0.0,1
4855,237.1541649,1,6,237.1541649,11.86085535,79,0.0,1
4865,165.6422852,1,3,165.6422852,0.903683456,246,1.0,0
4878,431.116312019,2,7,215.5581560095,11.686060662,145,0.0,1
4887,328.5851702,1,8,328.5851702,0.517932543,108,0.0,1
4898,184.7830703,1,6,184.7830703,19.05734085,28,0.0,1
4911,570.4588407,1,8,570.4588407,14.29828377,221,0.0,1
4920,522.6575519,1,8,522.6575519,16.67836541,197,0.0,1
4934,964.5218287,2,13,482.26091435,3.801854436,61,0.0,1
4937,32.83644451,1,1,32.83644451,1.994047048,124,0.0,1
4953,165.0921169,1,7,165.0921169,16.90968058,184,0.0,1
4956,439.5895221,1,7,439.5895221,4.525321947,207,0.0,1
4963,521.2489036000001,2,13,260.62445180000003,9.486708488,14,1.0,0
4973,65.94093836,1,1,65.94093836,13.32370107,258,0.0,1
4981,53.40432564,1,1,53.40432564,3.208756388,211,0.0,1
5010,19.47595191,1,1,19.47595191,14.29374596,173,0.0,1
5020,258.4257785,1,8,258.4257785,14.17434022,121,0.0,1
5021,27.87926283,1,1,27.87926283,6.2866749,200,0.0,1
5029,46.5961727,1,3,46.5961727,7.204041935,263,0.0,1
5030,302.4621524,1,8,302.4621524,14.53006009,18,0.0,1
5039,642.2846962,1,8,642.2846962,7.428082982,10,0.0,1
5052,587.0450967,1,7,587.0450967,5.088055683,232,0.0,1
5059,94.77666717,1,7,94.77666717,9.170213918,68,1.0,0
5083,70.80988203,1,2,70.80988203,11.25783877,82,0.0,1
5119,256.6449942,1,3,256.6449942,9.854865781,206,0.0,1
5125,615.9419663,1,8,615.9419663,2.085817365,135,0.0,1
5134,391.3359892,1,8,391.3359892,3.577891783,179,0.0,1
5148,249.8660486,1,9,249.8660486,16.86975411,114,0.0,1
5196,195.8671582,1,8,195.8671582,3.945116482,30,0.0,1
5224,73.96124544,1,1,73.96124544,15.83263614,51,0.0,1
5225,144.3983962,1,5,144.3983962,17.16582184,215,0.0,1
5247,21.34076852,1,2,21.34076852,12.5095099,171,0.0,1
5282,48.28358247,1,2,48.28358247,0.014012062,167,0.0,1
5306,86.3871757,1,1,86.3871757,11.6350362,7,0.0,1
5308,817.0796942,1,9,817.0796942,0.187407549,136,0.0,1
5311,474.6254916,1,8,474.6254916,19.29796428,8,0.0,1
5312,151.3917725,1,2,151.3917725,18.37111972,224,0.0,1
5336,138.5247288,1,9,138.5247288,1.682607031,139,0.0,1
5364,245.9959129,1,6,245.9959129,19.30108913,33,0.0,1
5376,376.3224298,1,4,376.3224298,5.643107496,225,0.0,1
5417,48.287116,1,5,48.287116,17.32380333,199,0.0,1
5421,58.7222444,1,1,58.7222444,9.81954673,263,0.0,1
5440,243.406119,1,8,243.406119,2.890523697,229,0.0,1
5449,68.0556771,1,2,68.0556771,7.570623767,105,0.0,1
5453,461.291946,1,8,461.291946,10.09116078,87,0.0,1
5463,325.9994527,1,6,325.9994527,2.824439646,127,0.0,1
5464,736.924426,1,9,736.924426,11.96224892,247,0.0,1
5481,135.46209,1,3,135.46209,18.72385125,1,0.0,1
5484,665.1723162,1,9,665.1723162,2.733962147,60,0.0,1
5485,520.8445633,1,8,520.8445633,8.998173698,268,0.0,1
5500,303.4780576,1,7,303.4780576,6.570630039,224,0.0,1
5514,631.0325303,2,14,315.51626515,12.992510404499999,242,0.0,1
5548,219.0818363,1,3,219.0818363,19.50760021,166,0.0,1
5559,70.67876291,1,2,70.67876291,9.466860736,31,0.0,1
5600,90.90440027,1,6,90.90440027,17.98939359,149,0.0,1
5603,468.0039875,1,5,468.0039875,5.678513004,185,0.0,1
5610,102.5691085,1,5,102.5691085,7.777989198,150,0.0,1
5638,641.3745529,1,8,641.3745529,10.47796903,88,0.0,1
5667,194.8991424,1,9,194.8991424,12.36357638,30,0.0,1
5672,79.7104859,1,8,79.7104859,10.43153288,171,0.0,1
5674,276.7456739,1,4,276.7456739,4.46677328,89,0.0,1
5682,611.294877,1,9,611.294877,12.01815303,199,0.0,1
5700,1154.8692289,2,16,577.43461445,12.612967325,234,0.0,1
5741,252.5896498,1,6,252.5896498,6.994919254,257,0.0,1
5750,345.7799027,1,5,345.7799027,8.557560391,19,0.0,1
5778,287.5710694,1,6,287.5710694,2.4977766,169,0.0,1
5781,498.0570386,1,9,498.0570386,14.79505565,159,0.0,1
5784,276.7895727,1,7,276.7895727,15.96930855,118,0.0,1
5812,252.6038872,1,7,252.6038872,12.70790417,174,0.0,1
5816,314.5037429,1,4,314.5037429,11.43679278,111,0.0,1
5832,236.92593,1,7,236.92593,3.554125586,232,1.0,0
