CustomerID,TotalSpent,QuantityPurchased,Frequency,Cluster,CustomerGroup
1606,263.672453,5,1,0,Occasional
1614,372.2632787,12,2,1,High Value
1635,489.6531619,6,1,2,Loyal
1640,648.228998,9,1,2,Loyal
1652,191.4571169,5,1,0,Occasional
1676,560.7116289,7,1,2,Loyal
1677,105.0033495,5,1,0,Occasional
1732,183.0421881,5,1,0,Occasional
1759,426.5495946,9,1,2,Loyal
1763,228.143005,5,1,0,Occasional
1771,151.5308369,9,1,2,Loyal
1772,84.44129484,1,1,0,Occasional
1784,46.97377912,3,1,0,Occasional
1796,325.0190263,6,1,2,Loyal
1804,160.5256187,3,1,0,Occasional
1818,160.0865185,8,1,2,Loyal
1822,77.68712274,1,1,0,Occasional
1825,181.4259261,9,1,2,Loyal
1832,39.65953387,1,1,0,Occasional
1856,345.7289519,6,1,2,Loyal
1861,344.8157283,9,1,2,Loyal
1864,403.0426973,9,1,2,Loyal
1872,41.04102571,1,1,0,Occasional
1881,265.361833,4,1,0,Occasional
1890,254.3150268,3,1,0,Occasional
1895,258.6628715,4,1,0,Occasional
1899,301.9191962,5,1,2,Loyal
1903,149.9769732,7,1,2,Loyal
1909,46.8604733,5,1,0,Occasional
1925,306.6702653,9,1,2,Loyal
1959,31.07109361,1,1,0,Occasional
1966,111.7367707,9,1,2,Loyal
1973,330.2486142,5,1,2,Loyal
1983,210.6995848,5,1,0,Occasional
1997,95.64911432,7,1,0,Occasional
2019,319.4284586,5,1,2,Loyal
2021,134.5786332,2,1,0,Occasional
2028,376.6892849,6,1,2,Loyal
2037,319.537057,5,1,2,Loyal
2060,201.9828452,9,1,2,Loyal
2066,26.32187791,1,1,0,Occasional
2113,72.55755199,8,1,2,Loyal
2117,134.5048083,3,1,0,Occasional
2123,437.7825659,9,1,2,Loyal
2125,285.4651589,9,1,2,Loyal
2128,566.4061933,11,2,1,High Value
2138,90.68350475,6,1,0,Occasional
2143,159.1454991,3,1,0,Occasional
2151,511.7132515,8,1,2,Loyal
2161,266.7411524,4,1,0,Occasional
2188,191.4702845,5,1,0,Occasional
2193,261.0232984,5,1,0,Occasional
2241,515.5522325,8,1,2,Loyal
2256,135.5776988,3,1,0,Occasional
2260,772.3660107,14,2,1,High Value
2263,73.68836693,6,1,0,Occasional
2277,30.21309084,2,1,0,Occasional
2294,270.94194386,11,2,1,High Value
2339,243.2348102,3,1,0,Occasional
2344,179.8855276,2,1,0,Occasional
2348,395.9716463,6,1,2,Loyal
2350,373.839475,8,1,2,Loyal
2355,169.5424556,3,1,0,Occasional
2364,267.6799376,4,1,0,Occasional
2392,92.40134012,9,1,2,Loyal
2398,689.5176233,9,1,2,Loyal
2434,346.6033751,9,1,2,Loyal
2441,312.9275985,8,1,2,Loyal
2445,108.1261544,8,1,2,Loyal
2447,296.408376,3,1,0,Occasional
2454,133.2064971,6,1,0,Occasional
2463,370.2768302,5,1,2,Loyal
2471,174.247988,7,1,2,Loyal
2473,416.4250886,7,1,2,Loyal
2482,445.6844373,9,1,2,Loyal
2487,338.4231288,9,1,2,Loyal
2489,311.745931,4,1,0,Occasional
2493,240.2260798,7,1,2,Loyal
2508,523.6400925,7,1,2,Loyal
2513,47.27092402,1,1,0,Occasional
2520,46.62010687,4,1,0,Occasional
2521,920.1141987000001,16,2,1,High Value
2522,634.5535217,9,1,2,Loyal
2526,714.5970215,9,1,2,Loyal
2536,43.67409739,1,1,0,Occasional
2547,67.06514133,1,1,0,Occasional
2550,584.9670917,9,1,2,Loyal
2568,229.8023902,6,1,2,Loyal
2575,129.407906,9,1,2,Loyal
2579,646.7264687,9,1,2,Loyal
2581,314.709863,8,1,2,Loyal
2588,394.4933547,5,1,2,Loyal
2594,55.47826515,2,1,0,Occasional
2607,129.2455405,6,1,0,Occasional
2608,157.8906579,4,1,0,Occasional
2626,96.06063645,2,1,0,Occasional
2630,367.5440359,8,1,2,Loyal
2647,54.59730754,1,1,0,Occasional
2657,151.7808685,3,1,0,Occasional
2667,676.0382193,10,2,1,High Value
2671,338.4514263,6,1,2,Loyal
2676,343.8756321,4,1,0,Occasional
2688,90.98805278,1,1,0,Occasional
2705,578.8055982,9,1,2,Loyal
2727,394.0201474,6,1,2,Loyal
2734,92.36381308,3,1,0,Occasional
2743,140.9092185,2,1,0,Occasional
2750,522.4749478,6,1,2,Loyal
2751,340.0585656,6,1,2,Loyal
2761,266.3963217,3,1,0,Occasional
2771,82.49177324,3,1,0,Occasional
2786,375.2061483,9,1,2,Loyal
2788,334.0919907,4,1,0,Occasional
2795,414.2955039,9,1,2,Loyal
2825,177.5158882,9,1,2,Loyal
2841,234.8099753,9,1,2,Loyal
2844,628.4602657,9,1,2,Loyal
2858,409.5567442,8,1,2,Loyal
2866,406.9856211,6,1,2,Loyal
2872,509.6756291,7,1,2,Loyal
2899,195.20243478999998,9,2,1,High Value
2917,186.4272902,8,1,2,Loyal
2940,482.875908,9,1,2,Loyal
2948,119.0022143,8,1,2,Loyal
2963,177.0160633,2,1,0,Occasional
2967,276.5301736,5,1,0,Occasional
2984,154.6864137,2,1,0,Occasional
2994,286.1166484,6,1,2,Loyal
2995,26.81657252,1,1,0,Occasional
2996,413.8183524,5,1,2,Loyal
3004,121.8281869,2,1,0,Occasional
3010,47.71861988,2,1,0,Occasional
3023,167.1448294,3,1,0,Occasional
3036,260.8200149,5,1,0,Occasional
3037,464.3039931,6,1,2,Loyal
3038,403.5179771,9,1,2,Loyal
3055,40.94637596,1,1,0,Occasional
3061,107.8081476,7,1,0,Occasional
3066,452.1987635,9,1,2,Loyal
3078,212.6684429,4,1,0,Occasional
3081,90.55359892,3,1,0,Occasional
3098,11.37782999,1,1,0,Occasional
3099,212.1170311,5,1,0,Occasional
3102,110.5977201,7,1,0,Occasional
3117,797.934951,9,1,2,Loyal
3134,166.9697259,6,1,0,Occasional
3147,90.949472,3,1,0,Occasional
3152,346.2996972,5,1,2,Loyal
3155,201.6420794,3,1,0,Occasional
3165,393.3310113,8,1,2,Loyal
3210,183.7117355,3,1,0,Occasional
3211,303.6392847,9,1,2,Loyal
3229,46.49605866,4,1,0,Occasional
3245,36.58369315,1,1,0,Occasional
3268,256.7188159,4,1,0,Occasional
3282,903.2189753,14,2,1,High Value
3287,157.4492589,6,1,0,Occasional
3296,233.7658042,5,1,0,Occasional
3310,355.65562509999995,8,2,1,High Value
3320,68.02785131,2,1,0,Occasional
3355,41.27424527,1,1,0,Occasional
3361,250.3012171,6,1,2,Loyal
3366,157.2066586,4,1,0,Occasional
3378,21.44817857,1,1,0,Occasional
3380,192.5747229,3,1,0,Occasional
3385,489.4914975,8,1,2,Loyal
3387,346.2686091,7,1,2,Loyal
3390,393.3202301,5,1,2,Loyal
3401,165.1766667,8,1,2,Loyal
3405,26.54909643,1,1,0,Occasional
3409,70.59163825,7,1,0,Occasional
3416,217.3867903,7,1,2,Loyal
3429,356.4346044,5,1,2,Loyal
3443,528.1040918,9,1,2,Loyal
3446,276.3749656,3,1,0,Occasional
3455,335.6230488,5,1,2,Loyal
3460,64.92951701,3,1,0,Occasional
3481,68.42845086,1,1,0,Occasional
3482,39.72344346,1,1,0,Occasional
3494,373.34055192,7,2,1,High Value
3495,202.9636851,3,1,0,Occasional
3510,336.8402016,5,1,2,Loyal
3570,88.12199029,6,1,0,Occasional
3585,83.5328788,2,1,0,Occasional
3593,286.9140445,4,1,0,Occasional
3594,189.4876026,9,1,2,Loyal
3599,411.5340983,5,1,2,Loyal
3602,441.90985452,10,2,1,High Value
3614,353.9089581,6,1,2,Loyal
3615,31.06837129,2,1,0,Occasional
3643,192.155205,4,1,0,Occasional
3649,151.1469838,7,1,2,Loyal
3697,42.14840455,1,1,0,Occasional
3699,375.4622277,9,1,2,Loyal
3718,480.3945203,9,1,2,Loyal
3720,748.5773862,11,2,1,High Value
3734,220.3185189,4,1,0,Occasional
3738,387.0965101,8,1,2,Loyal
3741,594.6578701,8,1,2,Loyal
3753,150.3481373,3,1,0,Occasional
3756,317.0425646,4,1,0,Occasional
3757,127.4182307,2,1,0,Occasional
3761,49.99640507,1,1,0,Occasional
3811,465.7216199,5,1,2,Loyal
3821,665.1664107,9,1,2,Loyal
3822,262.848937,7,1,2,Loyal
3830,39.85962185,1,1,0,Occasional
3843,129.4669367,8,1,2,Loyal
3852,23.0811335,2,1,0,Occasional
3856,181.4197317,6,1,0,Occasional
3884,41.39197409,1,1,0,Occasional
3887,147.20212378,4,2,1,High Value
3891,60.0681327,5,1,0,Occasional
3893,137.7362149,6,1,0,Occasional
3908,335.9496643,4,1,0,Occasional
3910,31.715756,1,1,0,Occasional
3911,89.40861097,5,1,0,Occasional
3926,137.4736306,6,1,0,Occasional
3937,216.1327521,7,1,2,Loyal
3941,171.0042395,3,1,0,Occasional
3954,53.74598536,3,1,0,Occasional
3957,263.6202844,4,1,0,Occasional
3961,493.0762163,6,1,2,Loyal
3965,128.0015444,4,1,0,Occasional
3977,350.8955062,4,1,0,Occasional
3978,84.51146692,1,1,0,Occasional
3988,196.1862052,4,1,0,Occasional
3990,962.2157131,12,2,1,High Value
4022,215.4052455,7,1,2,Loyal
4031,362.3360257,8,1,2,Loyal
4033,363.883086,5,1,2,Loyal
4037,358.3173483,4,1,2,Loyal
4039,362.7787315,6,1,2,Loyal
4044,205.1271004,3,1,0,Occasional
4045,27.46458723,1,1,0,Occasional
4101,289.9724006,7,1,2,Loyal
4118,205.6620216,6,1,2,Loyal
4123,12.64884276,1,1,0,Occasional
4127,143.2019072,2,1,0,Occasional
4135,40.7104431,3,1,0,Occasional
4137,47.42936304,2,1,0,Occasional
4175,82.68404955,8,1,2,Loyal
4177,653.3082561,7,1,2,Loyal
4181,715.9972604,8,1,2,Loyal
4182,83.94766305,5,1,0,Occasional
4188,41.33249286,3,1,0,Occasional
4212,161.1479958,2,1,0,Occasional
4213,275.0915439,4,1,0,Occasional
4216,181.6570473,5,1,0,Occasional
4232,41.22445932,1,1,0,Occasional
4240,112.2478512,3,1,0,Occasional
4277,80.77242888,3,1,0,Occasional
4288,178.7587357,8,1,2,Loyal
4290,134.5004006,3,1,0,Occasional
4295,232.4573023,5,1,0,Occasional
4301,32.7384751,1,1,0,Occasional
4327,248.0636151,15,2,1,High Value
4334,128.316836,2,1,0,Occasional
4339,212.8025223,9,1,2,Loyal
4346,465.0478528,9,1,2,Loyal
4348,228.8459347,3,1,0,Occasional
4356,257.4695906,5,1,0,Occasional
4358,64.2511361,1,1,0,Occasional
4373,289.515826,4,1,0,Occasional
4385,204.6017206,4,1,0,Occasional
4397,130.6854369,4,1,0,Occasional
4402,165.7138626,4,1,0,Occasional
4406,306.14486682,8,2,1,High Value
4412,81.56258904,8,1,2,Loyal
4413,146.1947444,9,1,2,Loyal
4424,373.6703162,5,1,2,Loyal
4428,48.73871604,4,1,0,Occasional
4429,339.6621649,7,1,2,Loyal
4438,180.7959135,8,1,2,Loyal
4441,64.77648498,2,1,0,Occasional
4455,26.34219761,1,1,0,Occasional
4465,11.99228271,1,1,0,Occasional
4472,305.5379255,7,1,2,Loyal
4475,535.0936505,7,1,2,Loyal
4476,82.42539206,1,1,0,Occasional
4480,363.8164898,8,1,2,Loyal
4499,585.1928318,9,1,2,Loyal
4511,591.7983779,7,1,2,Loyal
4515,225.3695553,4,1,0,Occasional
4520,368.9205656,7,1,2,Loyal
4538,57.58543739,6,1,0,Occasional
4577,1055.0629697,15,2,1,High Value
4595,120.897667,5,1,0,Occasional
4611,189.7027278,4,1,0,Occasional
4632,67.5204362,1,1,0,Occasional
4664,397.2512567,5,1,2,Loyal
4666,477.4819374,7,1,2,Loyal
4669,150.6934388,4,1,0,Occasional
4681,172.7212188,7,1,2,Loyal
4692,529.9944298,8,1,2,Loyal
4702,627.7010451,8,1,2,Loyal
4706,448.5654755,9,1,2,Loyal
4719,201.2145028,3,1,0,Occasional
4741,383.7799261,6,1,2,Loyal
4743,90.06630841,7,1,0,Occasional
4750,102.6022068,2,1,0,Occasional
4751,137.3371145,5,1,0,Occasional
4763,867.4141672999999,13,2,1,High Value
4779,189.8533077,6,1,0,Occasional
4793,56.00492706,4,1,0,Occasional
4807,129.1863099,5,1,0,Occasional
4811,42.33884661,4,1,0,Occasional
4820,245.6292127,3,1,0,Occasional
4828,623.8184678,8,1,2,Loyal
4855,237.1541649,6,1,2,Loyal
4863,384.8668777,6,1,2,Loyal
4865,372.0688209,8,2,1,High Value
4878,431.116312019,7,2,1,High Value
4887,328.5851702,8,1,2,Loyal
4897,139.604662,4,1,0,Occasional
4898,184.7830703,6,1,0,Occasional
4901,245.35932,3,1,0,Occasional
4911,570.4588407,8,1,2,Loyal
4920,522.6575519,8,1,2,Loyal
4934,964.5218287,13,2,1,High Value
4937,32.83644451,1,1,0,Occasional
4952,124.0642462,9,1,2,Loyal
4953,165.0921169,7,1,2,Loyal
4954,29.07499093,2,1,0,Occasional
4956,439.5895221,7,1,2,Loyal
4963,941.5139406000001,20,3,1,High Value
4973,65.94093836,1,1,0,Occasional
4981,53.40432564,1,1,0,Occasional
4986,67.34794647,1,1,0,Occasional
5004,357.6852256,5,1,2,Loyal
5010,19.47595191,1,1,0,Occasional
5020,258.4257785,8,1,2,Loyal
5021,27.87926283,1,1,0,Occasional
5029,46.5961727,3,1,0,Occasional
5030,302.4621524,8,1,2,Loyal
5039,642.2846962,8,1,2,Loyal
5052,587.0450967,7,1,2,Loyal
5059,145.48839819,12,2,1,High Value
5078,133.4750259,3,1,0,Occasional
5083,70.80988203,2,1,0,Occasional
5108,83.42675978,5,1,0,Occasional
5119,256.6449942,3,1,0,Occasional
5125,615.9419663,8,1,2,Loyal
5134,391.3359892,8,1,2,Loyal
5148,249.8660486,9,1,2,Loyal
5164,501.0818017,9,1,2,Loyal
5170,468.3189947,6,1,2,Loyal
5196,195.8671582,8,1,2,Loyal
5224,73.96124544,1,1,0,Occasional
5225,144.3983962,5,1,0,Occasional
5247,21.34076852,2,1,0,Occasional
5282,48.28358247,2,1,0,Occasional
5287,562.2973212,8,1,2,Loyal
5306,86.3871757,1,1,0,Occasional
5308,817.0796942,9,1,2,Loyal
5311,474.6254916,8,1,2,Loyal
5312,151.3917725,2,1,0,Occasional
5336,138.5247288,9,1,2,Loyal
5364,245.9959129,6,1,2,Loyal
5376,376.3224298,4,1,2,Loyal
5414,352.5894981,5,1,2,Loyal
5417,48.287116,5,1,0,Occasional
5421,58.7222444,1,1,0,Occasional
5440,243.406119,8,1,2,Loyal
5449,68.0556771,2,1,0,Occasional
5453,461.291946,8,1,2,Loyal
5459,80.67207512,2,1,0,Occasional
5463,325.9994527,6,1,2,Loyal
5464,736.924426,9,1,2,Loyal
5481,135.46209,3,1,0,Occasional
5484,665.1723162,9,1,2,Loyal
5485,520.8445633,8,1,2,Loyal
5489,131.0985001,2,1,0,Occasional
5500,303.4780576,7,1,2,Loyal
5507,238.710975,4,1,0,Occasional
5512,156.2750785,2,1,0,Occasional
5514,631.0325303,14,2,1,High Value
5521,106.1618604,4,1,0,Occasional
5548,219.0818363,3,1,0,Occasional
5559,70.67876291,2,1,0,Occasional
5600,90.90440027,6,1,0,Occasional
5603,468.0039875,5,1,2,Loyal
5610,102.5691085,5,1,0,Occasional
5612,67.26601084,5,1,0,Occasional
5638,641.3745529,8,1,2,Loyal
5666,183.0713719,6,1,0,Occasional
5667,194.8991424,9,1,2,Loyal
5672,79.7104859,8,1,2,Loyal
5674,276.7456739,4,1,0,Occasional
5682,611.294877,9,1,2,Loyal
5700,1154.8692289,16,2,1,High Value
5719,186.1516591,3,1,0,Occasional
5741,252.5896498,6,1,2,Loyal
5745,146.3871315,3,1,0,Occasional
5750,345.7799027,5,1,2,Loyal
5762,137.2669345,4,1,0,Occasional
5778,287.5710694,6,1,2,Loyal
5781,498.0570386,9,1,2,Loyal
5784,276.7895727,7,1,2,Loyal
5797,331.273471,8,1,2,Loyal
5800,63.4992005,5,1,0,Occasional
5812,252.6038872,7,1,2,Loyal
5816,314.5037429,4,1,0,Occasional
5832,401.01244629999997,9,2,1,High Value
5837,232.4637408,6,1,2,Loyal
5863,136.6707952,3,1,0,Occasional
5865,95.9102344,5,1,0,Occasional
5873,60.57215664,2,1,0,Occasional
5909,93.54787605,4,1,0,Occasional
5913,199.7740745,7,1,2,Loyal
5941,61.47242829,2,1,0,Occasional
5962,47.45411748,1,1,0,Occasional
5965,293.328574,8,1,2,Loyal
5975,413.2471973,6,1,2,Loyal
5979,152.0221962,4,1,0,Occasional
5981,144.9906614,3,1,0,Occasional
6001,641.2330614,9,1,2,Loyal
6019,335.9397594,9,1,2,Loyal
6031,262.4257096,5,1,0,Occasional
6032,39.75243639,1,1,0,Occasional
6076,92.39318288,4,1,0,Occasional
6078,39.49235485,4,1,0,Occasional
6111,71.06819575,5,1,0,Occasional
6123,241.2377114,6,1,2,Loyal
6174,20.57815529,1,1,0,Occasional
6197,199.6320655,8,1,2,Loyal
6198,19.01409909,1,1,0,Occasional
6205,636.8585186,8,1,2,Loyal
6211,200.8062139,3,1,0,Occasional
6232,198.5464581,6,1,0,Occasional
6271,109.8917422,3,1,0,Occasional
6272,57.4799749,1,1,0,Occasional
6286,483.7277561,8,1,2,Loyal
6288,69.32943291,1,1,0,Occasional
6300,139.5273207,3,1,0,Occasional
6315,356.1068408,8,1,2,Loyal
6326,576.3067616,8,1,2,Loyal
6342,289.0752177,6,1,2,Loyal
6343,258.4407538,4,1,0,Occasional
6344,47.12588508,1,1,0,Occasional
6352,358.9565671,6,1,2,Loyal
6356,307.8294719,5,1,2,Loyal
6370,311.12902468,9,2,1,High Value
6374,141.4840331,6,1,0,Occasional
6375,644.9509589,7,1,2,Loyal
6380,301.8776835,7,1,2,Loyal
6391,560.0003276,8,1,2,Loyal
6401,453.5648924,9,1,2,Loyal
6406,197.9117197,6,1,0,Occasional
6408,525.0029349,9,2,1,High Value
6409,233.611521,8,1,2,Loyal
6435,471.8244553,6,1,2,Loyal
6436,755.2561803,9,1,2,Loyal
6451,169.1632366,7,1,2,Loyal
6452,199.6873686,6,1,0,Occasional
6488,732.5549914,8,1,2,Loyal
6489,56.24127445,1,1,0,Occasional
6491,210.6073972,5,1,0,Occasional
6502,247.4575781,8,1,2,Loyal
6509,99.87984514,6,1,0,Occasional
6511,345.0401901,8,1,2,Loyal
6537,238.7846572,3,1,0,Occasional
6547,249.6810119,3,1,0,Occasional
6549,134.7920964,6,1,0,Occasional
6553,412.5657418,9,1,2,Loyal
6565,67.00750646,1,1,0,Occasional
6576,245.0482936,6,1,2,Loyal
6581,588.8521104,8,1,2,Loyal
6600,72.83488508,4,1,0,Occasional
6603,293.5781539,9,1,2,Loyal
6618,361.154486,9,1,2,Loyal
6631,40.09244833,1,1,0,Occasional
6638,463.5527599,8,1,2,Loyal
6660,384.6836674,8,1,2,Loyal
6665,63.72212706,6,1,0,Occasional
6671,155.0087202,5,2,1,High Value
6714,204.326143,9,1,2,Loyal
6715,178.448568,6,1,0,Occasional
6723,426.0498525,6,1,2,Loyal
6758,537.8483944,6,1,2,Loyal
6759,131.3959446,2,1,0,Occasional
6770,318.8444238,4,1,0,Occasional
6776,502.1822683,8,1,2,Loyal
6780,163.8855204,6,1,0,Occasional
6800,243.6080477,4,1,0,Occasional
6803,744.8601101,9,1,2,Loyal
6819,360.9078287,7,1,2,Loyal
6822,186.9837232,3,1,0,Occasional
6825,45.40860584,2,1,0,Occasional
6831,314.2216187,6,1,2,Loyal
6840,376.5383049,7,1,2,Loyal
6842,15.28056447,1,1,0,Occasional
6844,509.317332,8,1,2,Loyal
6855,529.53306967,12,2,1,High Value
6859,144.016133,2,1,0,Occasional
6862,177.0820463,3,1,0,Occasional
6876,288.8064247,4,1,0,Occasional
6877,314.3968432,4,1,0,Occasional
6883,88.62475406,2,1,0,Occasional
6892,676.1489401,9,1,2,Loyal
6900,176.3737274,3,1,0,Occasional
6905,96.75261481,8,1,2,Loyal
6907,148.2918,3,1,0,Occasional
6915,275.1151152,7,1,2,Loyal
6919,70.3406708,5,1,0,Occasional
6923,234.5692851,5,1,0,Occasional
6930,300.7012598,6,1,2,Loyal
6946,83.00248666,1,1,0,Occasional
6963,347.0002866,7,1,2,Loyal
6971,376.7588824,5,1,2,Loyal
6972,422.6574471,8,1,2,Loyal
6977,135.1243996,2,1,0,Occasional
6998,253.4604854,5,1,0,Occasional
7001,195.48722,5,1,0,Occasional
7006,21.39766036,1,1,0,Occasional
7007,74.37843171,7,1,0,Occasional
7008,468.508709,6,1,2,Loyal
7022,50.67897376,1,1,0,Occasional
7025,346.5187346,6,1,2,Loyal
7037,28.15915154,2,1,0,Occasional
7040,585.021424,9,1,2,Loyal
7050,326.0589142,6,1,2,Loyal
7052,235.5136201,3,1,0,Occasional
7053,288.5257678,4,1,0,Occasional
7069,388.265902,5,1,2,Loyal
7077,40.1518942,2,1,0,Occasional
7082,49.24853009,1,1,0,Occasional
7096,89.73195877,2,1,0,Occasional
7119,74.87895784,1,1,0,Occasional
7133,149.4410167,5,1,0,Occasional
7144,111.4304192,6,1,0,Occasional
7152,76.61781077,1,1,0,Occasional
7153,325.5116762,7,1,2,Loyal
7154,631.23014143,13,2,1,High Value
7158,402.3023177,9,1,2,Loyal
7172,138.9541219,5,1,0,Occasional
7190,552.4542577,6,1,2,Loyal
7196,175.8765064,4,1,0,Occasional
7199,396.51031813,12,2,1,High Value
7204,419.9977273,5,1,2,Loyal
